origin_topic_q5,origin_topic_q4,origin_topic_q1,origin_topic_q3,origin_topic_q2,intruder_task_index_q5,word2_q4,word1_q4,word2_q2,word1_q2,word1_q1,word2_q1,intruder_topic_q2,intruder_topic_q3,intruder_topic_q1,word3_q3,intruder_topic_q4,intruder_topic_q5,word0_q4,word4_q3,word0_q5,word3_q5,word4_q5,intruder_source_index_q2,intruder_source_index_q3,intruder_source_index_q1,intruder_source_index_q4,intruder_source_index_q5,word5_q3,word5_q2,word5_q1,word0_q1,word0_q2,word0_q3,word2_q5,word5_q5,intruder_task_index_q4,word1_q3,word5_q4,intruder_task_index_q1,intruder_task_index_q2,intruder_task_index_q3,intruder_token_q4,intruder_token_q5,intruder_token_q1,intruder_token_q2,intruder_token_q3,word2_q3,word1_q5,word3_q1,word4_q1,word4_q2,word3_q2,word4_q4,word3_q4
2,5,22,17,8,2,jon,anderson,tiger,olympic,marriage,religion,13,15,13,nbc,18,4,enbrel,regulation,martin,bin,jury,8,14,18,0,2,league,bowl,gay,facts,nfl,baseball,film,zimmerman,2,score,wolf,0,3,4,jon,film,facts,hillary,regulation,giants,laden,religious,supreme,olympics,hillary,cymbalta,cnn
4,3,11,7,19,4,drilling,gonna,tte,melissa,tempore,gentleman,8,23,2,cbs,7,12,color,gulf,film,character,protesters,15,3,1,9,14,advair,thi,chair,amendment,tournament,arthritis,kennedy,tavis,2,spill,que,3,0,0,drilling,protesters,zimmerman,tournament,arthritis,copd,lincoln,zimmerman,yield,tha,thh,kitchen,las
16,9,24,7,21,3,calories,jerry,nominee,qaeda,obamacare,consumer,25,1,26,spill,29,6,nbc,wjz,thanksgiving,institute,flu,11,12,10,16,17,gulf,terrorist,neil,healthcare,fbi,advair,christmas,shopping,1,copd,wedding,2,2,4,jerry,institute,consumer,nominee,wjz,cbs,holiday,irs,lou,immigration,border,fiber,delicious
13,6,29,11,4,0,zimmerman,guest,lincoln,tavis,jackson,sandusky,27,29,19,yield,2,1,teachers,scandal,cooler,sarah,palin,2,11,5,1,15,gentleman,film,allegations,dot,character,amendment,voting,voter,2,tempore,chinese,0,3,4,zimmerman,cooler,dot,fog,scandal,chair,liberal,abuse,sexual,kennedy,fog,climate,caller
15,3,6,19,22,1,color,gonna,supreme,religious,chinese,caller,6,24,12,thi,15,29,appropriate,thh,testimony,authority,supreme,7,19,6,12,2,tte,century,teachers,climate,gay,tha,commission,agencies,0,exchanges,las,4,5,1,appropriate,abuse,opposition,century,exchanges,melissa,abuse,guest,opposition,religion,marriage,kitchen,que
20,12,26,16,0,2,syria,israel,film,passengers,earnings,trading,4,9,5,holiday,5,24,erin,shopping,guns,veterans,background,2,6,19,12,9,flu,ship,sanjay,fed,haiti,thanksgiving,charles,mental,0,honey,russia,5,2,1,erin,charles,sanjay,film,honey,christmas,pope,investors,stocks,abc,earthquake,egypt,regime
16,20,21,24,17,5,pope,background,league,giants,border,qaeda,1,13,22,neil,29,1,convicted,healthcare,flu,thanksgiving,christmas,4,4,12,9,16,obamacare,score,fbi,gwen,avenue,lou,shopping,humidity,0,irs,guns,0,0,2,convicted,humidity,gwen,avenue,voter,voter,holiday,immigration,terrorist,baseball,nbc,mental,veterans
9,11,6,11,19,3,yield,tempore,bathroom,melissa,climate,caller,3,5,8,yield,10,26,gentleman,tempore,calories,google,fiber,11,0,7,17,13,cnn,tte,chinese,woods,thi,gentleman,delicious,wedding,3,amendment,amendment,0,2,5,tornadoes,google,woods,bathroom,cnn,chair,nbc,guest,teachers,tha,thh,chair,tornadoes
6,6,22,18,27,1,caller,chinese,fog,ktvu,supreme,gay,24,21,8,aarp,24,28,guest,jenna,chinese,caller,climate,4,16,19,2,19,agents,santa,championship,religion,jose,martha,teachers,guest,4,jon,teachers,5,3,5,irs,harry,championship,lou,agents,supplement,harry,marriage,religious,oakland,lou,irs,climate
15,23,5,11,23,2,chantix,arthritis,balanced,arthritis,zimmerman,cnn,28,15,2,yield,18,2,celebrex,chair,commission,testimony,authority,15,9,1,1,11,gentleman,chantix,wolf,cymbalta,celebrex,tempore,guilty,agencies,3,amendment,bleeding,1,2,2,martha,guilty,zimmerman,balanced,consumers,consumers,supreme,anderson,enbrel,cialis,bleeding,cialis,martha
11,0,0,25,21,0,abc,border,fbi,immigration,nsaids,ship,19,19,23,thh,21,2,passengers,santorum,zimmerman,tempore,chair,7,2,14,1,1,iowa,ere,earthquake,haiti,border,rick,amendment,gentleman,1,newt,earthquake,1,5,3,border,zimmerman,nsaids,ere,thh,gingrich,yield,passengers,abc,terrorist,qaeda,haiti,ship
29,21,11,28,20,3,fbi,qaeda,mental,background,yield,tempore,26,24,2,employer,14,4,terrorist,ryan,sandusky,johnson,allegations,17,14,6,5,10,compromise,bernanke,brain,chair,pope,boehner,jackson,abuse,3,ceiling,border,5,5,3,afghan,johnson,brain,bernanke,employer,fiscal,sexual,gentleman,amendment,guns,veterans,immigration,afghan
1,13,15,13,17,2,prosecutor,palin,league,nbc,commission,authority,11,4,16,liberal,2,26,voter,sarah,cloudy,beltway,avenue,13,3,2,18,11,voter,baseball,flu,testimony,score,voting,housing,baltimore,2,palin,voting,5,4,2,prosecutor,housing,flu,purpose,lincoln,lincoln,metro,supreme,agencies,purpose,giants,liberal,sarah
22,15,2,26,1,0,commission,testimony,katrina,metro,bin,aleve,10,27,23,fed,26,25,supreme,earnings,hampshire,religious,supreme,18,4,18,6,7,stocks,baltimore,zimmerman,martin,cloudy,investors,gay,religion,3,trading,agencies,2,2,2,dow,hampshire,aleve,katrina,ktvu,ktvu,marriage,laden,jury,avenue,beltway,authority,dow
0,28,26,17,27,4,ryan,fiscal,ktvu,fog,stocks,earnings,11,20,20,assault,17,21,nbc,league,passengers,abc,cia,8,5,16,1,11,score,objection,investors,fed,oakland,giants,haiti,earthquake,0,nbc,compromise,3,5,3,nbc,cia,checks,objection,assault,baseball,ship,checks,trading,santa,jose,boehner,ceiling
29,22,5,23,24,1,marriage,gay,obamacare,neil,enbrel,anderson,19,26,20,cialis,4,22,religious,celebrex,sexual,abuse,allegations,5,19,5,12,2,arthritis,irs,wolf,cnn,lou,reserve,sandusky,jackson,4,chantix,supreme,3,3,0,charlie,religious,assault,dot,reserve,bleeding,religious,assault,cymbalta,healthcare,dot,charlie,religion
0,23,2,26,24,1,african,chantix,commission,neil,jury,bin,15,4,20,investors,6,23,bleeding,stocks,passengers,haiti,earthquake,2,16,5,8,9,fed,irs,laden,assault,obamacare,earnings,abc,ship,2,rose,celebrex,0,2,1,african,swelling,assault,commission,rose,trading,swelling,zimmerman,martin,lou,healthcare,cialis,arthritis
3,15,26,4,9,1,commission,testimony,calories,boehner,trading,investors,28,6,29,tavis,29,12,alleged,film,que,color,kitchen,0,12,17,7,16,immigration,nbc,stocks,earnings,fiber,character,gonna,las,0,lincoln,supreme,4,1,5,alleged,mubarak,allegedly,boehner,immigration,kennedy,mubarak,fed,allegedly,delicious,wedding,agencies,authority
10,20,7,21,19,0,background,veterans,tte,melissa,ceo,advair,21,6,26,innovation,10,11,guns,border,madam,hurricane,flood,10,13,9,6,12,fbi,boston,cbs,spill,tha,qaeda,flooding,island,5,terrorist,river,1,5,3,river,madam,ceo,boston,innovation,immigration,tornado,gulf,copd,thh,thi,mental,pope
14,2,21,7,21,0,boston,zimmerman,border,shares,hits,terrorist,26,2,17,copd,21,16,jury,gulf,deals,nuclear,libya,8,12,6,10,15,advair,qaeda,immigration,fbi,immigration,cbs,taliban,pakistan,2,spill,martin,1,1,2,boston,deals,hits,shares,edwards,edwards,korea,qaeda,border,terrorist,fbi,laden,bin
28,5,5,1,11,3,wolf,cymbalta,chair,sox,advair,wolf,17,19,7,cloudy,18,23,accepts,metro,compromise,celebrex,fiscal,17,5,2,17,2,avenue,yield,enbrel,cymbalta,amendment,dot,boehner,ceiling,0,baltimore,anderson,1,1,0,accepts,celebrex,advair,sox,dot,beltway,ryan,cnn,anderson,gentleman,tempore,cnn,enbrel
4,18,28,9,17,5,supplement,martha,giants,score,ceiling,aleve,27,17,23,boston,21,22,aarp,nbc,tavis,film,kennedy,4,9,18,5,13,delicious,baseball,boehner,fiscal,ktvu,wedding,lincoln,nsa,4,calories,jenna,2,0,3,megyn,nsa,aleve,ktvu,boston,fiber,character,ryan,compromise,league,nbc,megyn,jon
2,6,11,16,29,1,chinese,ceiling,sexual,jackson,tempore,tree,20,1,16,thanksgiving,28,0,guest,holiday,zimmerman,bin,martin,15,8,11,2,15,shopping,allegations,gentleman,yield,sandusky,loop,laden,jury,1,flu,caller,2,4,0,ceiling,cruise,tree,ban,loop,christmas,cruise,chair,amendment,ban,abuse,teachers,climate
17,26,4,17,19,4,investors,stocks,thh,veterans,gunman,tavis,20,2,20,nbc,24,7,stuart,league,giants,baseball,lung,1,8,10,8,8,baseball,tte,lincoln,film,thi,score,nbc,score,0,giants,fed,1,1,2,stuart,lung,gunman,veterans,prosecution,prosecution,league,character,kennedy,tha,melissa,trading,earnings
3,15,19,26,29,2,commission,christie,sandusky,sexual,tha,melissa,2,18,14,stocks,23,23,testimony,earnings,que,kitchen,gonna,10,16,10,7,18,theft,verdict,ambassador,thh,jackson,investors,aleve,color,1,fed,authority,5,5,5,christie,aleve,ambassador,verdict,theft,trading,las,thi,tte,abuse,allegations,agencies,supreme
10,7,19,14,12,3,spill,advair,egypt,objection,thh,tte,11,15,24,pakistan,4,12,audience,taliban,hurricane,regime,island,8,16,8,6,4,korea,israel,melissa,thi,syria,constitution,tornado,flood,0,libya,gulf,4,1,0,audience,regime,stuart,objection,constitution,nuclear,flooding,tha,stuart,regime,russia,cbs,copd
29,6,5,11,26,3,connecticut,chinese,stocks,earnings,wolf,enbrel,2,13,20,gentleman,20,21,caller,tempore,jackson,terrorists,sandusky,0,8,11,18,13,yield,investors,cnn,cymbalta,fed,chair,abuse,allegations,2,amendment,climate,4,3,2,connecticut,terrorists,shooter,jury,hillary,hillary,sexual,anderson,shooter,trading,jury,teachers,guest
10,5,4,9,26,1,cymbalta,wolf,trading,earnings,character,lincoln,13,15,15,wedding,27,6,enbrel,delicious,island,tornado,hurricane,7,19,14,5,12,nbc,mccain,kennedy,tavis,stocks,systems,flood,flooding,3,fiber,anderson,3,5,0,abc,immigration,regulation,mccain,systems,calories,immigration,regulation,film,investors,fed,cnn,abc
8,22,12,29,8,5,religious,gay,olympic,nfl,israel,syria,22,26,21,jackson,7,20,drilling,sandusky,nfl,olympics,bowl,14,11,3,9,13,sexual,bowl,egypt,qaeda,olympics,allegations,tiger,newtown,0,abuse,religion,0,3,2,drilling,newtown,qaeda,muslim,housing,housing,olympic,russia,regime,tiger,muslim,supreme,marriage
24,26,21,21,22,1,stocks,investors,marriage,supreme,qaeda,border,29,9,8,calories,14,3,soldiers,border,irs,obamacare,healthcare,12,2,6,11,17,qaeda,penn,immigration,golf,religious,fbi,neil,lou,0,immigration,fed,0,5,3,soldiers,dirt,golf,penn,calories,terrorist,dirt,terrorist,fbi,religion,gay,earnings,trading
1,11,13,10,21,0,chair,amendment,qaeda,swelling,holiday,liberal,23,13,16,island,24,9,taxpayers,tornado,delicious,cloudy,baltimore,9,4,1,12,0,flooding,fbi,voting,sarah,immigration,flood,beltway,metro,0,voter,gentleman,1,1,1,taxpayers,delicious,holiday,swelling,voter,hurricane,avenue,voter,palin,terrorist,border,tempore,yield
19,28,2,14,15,5,ryan,tempore,roads,authority,zimmerman,jury,10,4,12,pakistan,11,15,compromise,libya,tte,melissa,tha,13,14,18,2,15,nuclear,commission,laden,sanctions,supreme,korea,thh,management,1,british,fiscal,0,2,1,tempore,management,sanctions,roads,british,taliban,thi,bin,martin,agencies,testimony,boehner,ceiling
0,9,28,2,12,2,rosa,wedding,russia,egypt,fiscal,ceiling,0,6,10,laden,27,9,fiber,climate,earthquake,abc,passengers,8,3,17,9,17,jury,israel,tornadoes,boehner,airlines,martin,fruit,haiti,2,bin,calories,5,0,4,rosa,fruit,tornadoes,airlines,climate,zimmerman,ship,ryan,compromise,syria,regime,nbc,delicious
4,25,19,7,6,5,rick,iowa,climate,guest,tha,melissa,8,18,6,cbs,1,29,gingrich,advair,lincoln,character,tavis,7,12,5,8,2,murdoch,teachers,thh,thi,chinese,gulf,film,abuse,5,spill,loop,3,4,5,loop,abuse,poverty,woods,murdoch,copd,kennedy,poverty,tte,woods,caller,newt,santorum
13,26,10,29,28,4,investors,stocks,compromise,ceiling,hurricane,tornado,4,15,20,testimony,3,12,gonna,abuse,palin,voter,protests,6,3,12,0,17,jackson,boehner,flood,island,ryan,sexual,voting,liberal,0,allegations,trading,4,3,3,gonna,protests,wounded,audience,testimony,sandusky,sarah,flooding,wounded,fiscal,audience,fed,earnings
4,8,7,28,8,1,olympic,channel,olympic,nfl,copd,russia,2,7,12,spiriva,27,22,bowl,compromise,character,kennedy,lincoln,9,11,3,14,8,ryan,olympics,advair,gulf,casey,boehner,film,tavis,1,fiscal,olympics,2,0,3,channel,pbs,russia,casey,spiriva,ceiling,pbs,spill,cbs,bowl,tiger,tiger,nfl
6,2,11,26,22,0,jury,martin,balanced,supreme,tempore,gentleman,28,0,12,stocks,1,2,beltway,cruise,prosecution,chinese,climate,15,15,12,1,8,investors,religion,amendment,ukraine,marriage,trading,guest,teachers,0,fed,bin,0,2,4,beltway,prosecution,ukraine,balanced,cruise,earnings,caller,chair,yield,gay,religious,zimmerman,laden
23,27,11,11,8,5,jose,cnnw,hat,olympics,brain,yield,19,12,2,yield,5,2,oakland,chair,chantix,celebrex,cialis,9,14,6,17,17,amendment,olympic,amendment,gentleman,tiger,protesters,bleeding,witness,1,tempore,santa,1,2,0,cnnw,witness,brain,hat,protesters,gentleman,arthritis,chair,tempore,bowl,nfl,fog,ktvu
8,1,24,11,21,2,metro,beltway,terrorist,qaeda,neil,lou,7,2,22,tempore,21,16,enforcement,amendment,olympic,nfl,tiger,11,5,13,7,8,trayvon,immigration,nsa,irs,spiriva,chair,vaccine,bowl,0,yield,baltimore,5,0,5,enforcement,vaccine,nsa,spiriva,trayvon,gentleman,olympics,obamacare,healthcare,border,fbi,cloudy,avenue
1,11,22,15,1,4,chair,brooke,beltway,avenue,religious,marriage,10,2,10,agencies,5,26,gentleman,commission,metro,baltimore,nasdaq,10,19,19,18,14,prosecutors,baltimore,supreme,religion,cloudy,authority,avenue,beltway,1,supreme,yield,4,4,5,brooke,nasdaq,mississippi,orleans,prosecutors,testimony,cloudy,gay,mississippi,orleans,metro,amendment,tempore
22,26,13,18,9,3,investors,wounded,nbc,fiber,liberal,sarah,10,0,24,jon,20,25,stocks,martha,religious,herman,marriage,7,16,12,12,9,occur,delicious,voting,palin,wedding,jenna,supreme,gay,1,supplement,trading,4,4,5,wounded,herman,taxpayers,storms,occur,aarp,religion,voter,taxpayers,storms,calories,fed,earnings
4,26,4,27,24,0,trading,earnings,fog,obamacare,character,avenue,27,13,1,jose,25,3,gingrich,ktvu,kitchen,kennedy,tavis,2,6,4,0,2,msnbc,lou,tavis,kennedy,healthcare,fog,lincoln,character,0,oakland,fed,2,2,5,gingrich,kitchen,avenue,fog,msnbc,santa,film,lincoln,film,irs,neil,investors,stocks
11,28,6,11,28,4,management,fiscal,fiscal,ryan,caller,sanjay,25,15,5,testimony,15,18,compromise,tempore,gentleman,chair,jon,15,3,19,15,0,gentleman,compromise,guest,teachers,ceiling,yield,yield,tempore,2,chair,boehner,2,3,3,management,jon,sanjay,ads,testimony,amendment,amendment,climate,chinese,boehner,ads,ceiling,ryan
18,1,26,10,11,1,baltimore,cloudy,tempore,amendment,european,trading,20,12,12,island,13,7,metro,tornado,martha,supplement,jon,1,0,11,12,1,hurricane,veterans,fed,stocks,gentleman,flood,jenna,aarp,4,syria,avenue,1,5,1,supreme,cbs,european,veterans,syria,flooding,cbs,earnings,investors,yield,chair,supreme,beltway
6,2,7,4,16,5,jury,laden,shopping,holiday,copd,gulf,15,16,16,film,20,8,bin,kennedy,chinese,climate,caller,13,5,9,7,18,lincoln,flu,cbs,advair,ensure,tavis,guest,stadium,5,character,tragedy,4,0,2,tragedy,stadium,gift,ensure,ice,ice,teachers,spill,gift,thanksgiving,christmas,zimmerman,martin
28,29,10,4,11,0,allegations,jackson,chair,century,proposal,tornado,4,13,28,african,28,8,abuse,lincoln,teams,ceiling,compromise,13,17,14,5,17,character,tempore,island,flood,yield,kennedy,boehner,ryan,5,film,cliff,1,1,3,cliff,teams,proposal,century,african,tavis,fiscal,flooding,hurricane,gentleman,amendment,sexual,sandusky
25,8,0,20,29,5,tiger,bowl,sanjay,jackson,passengers,wage,5,10,24,beach,7,28,cholesterol,pope,gingrich,rick,newt,19,12,7,16,4,mental,abuse,haiti,ship,sandusky,veterans,iowa,compromise,0,background,olympics,2,2,3,cholesterol,compromise,wage,sanjay,beach,guns,santorum,abc,earthquake,allegations,sexual,olympic,nfl
21,28,11,6,4,1,fiscal,ryan,character,lincoln,amendment,bleeding,27,8,23,climate,17,7,ceiling,chinese,immigration,border,fbi,0,16,4,14,17,armstrong,tavis,tempore,gentleman,film,guest,qaeda,terrorist,5,teachers,tied,2,3,5,tied,asthma,bleeding,oakland,armstrong,caller,asthma,chair,yield,kennedy,oakland,compromise,boehner
8,21,5,23,14,1,fbi,terrorist,libya,bret,cnn,anderson,18,8,10,arthritis,8,5,immigration,london,olympics,nfl,tiger,19,14,1,17,8,celebrex,taliban,enbrel,cymbalta,korea,chantix,bowl,olympic,4,bleeding,qaeda,4,1,4,teams,carol,flooding,bret,london,cialis,carol,wolf,flooding,pakistan,nuclear,teams,border
9,3,19,6,20,5,que,las,guns,background,brain,thi,14,22,2,supreme,28,16,gonna,climate,wedding,delicious,fiber,7,4,6,17,16,chinese,mental,thh,melissa,gadhafi,caller,calories,retailers,4,guest,kitchen,1,0,3,default,retailers,brain,gadhafi,supreme,teachers,nbc,tha,tte,pope,veterans,default,color
0,29,1,26,4,0,sandusky,jackson,kennedy,trading,connecticut,baltimore,26,18,20,earnings,8,16,sexual,fed,ice,ship,abc,3,10,18,13,5,gregg,character,metro,avenue,lincoln,stocks,passengers,earthquake,4,trading,abuse,1,1,5,medal,ice,connecticut,trading,gregg,investors,haiti,beltway,cloudy,tavis,film,medal,allegations
8,4,15,29,11,4,lincoln,oversight,protests,yield,agencies,testimony,12,15,4,allegations,15,24,film,regulation,bowl,tiger,wage,17,14,19,7,7,sandusky,amendment,authority,commission,tempore,abuse,olympic,nfl,1,sexual,tavis,4,2,4,oversight,wage,extraordinary,protests,regulation,jackson,olympics,supreme,extraordinary,gentleman,chair,kennedy,character
1,22,21,5,11,5,marriage,gay,gentleman,snowden,qaeda,color,22,22,3,enbrel,16,25,supreme,cymbalta,metro,avenue,beltway,11,3,3,10,10,anderson,tempore,fbi,border,amendment,religion,baltimore,bachmann,3,wolf,religious,2,1,0,freezing,bachmann,color,snowden,religion,cnn,cloudy,immigration,terrorist,chair,yield,religion,freezing
18,4,29,18,10,2,lincoln,kennedy,recognized,flood,abuse,taxpayers,11,8,24,aarp,18,20,lifelock,supplement,supplement,martha,aarp,6,16,12,5,1,armstrong,flooding,sexual,allegations,hurricane,martha,veterans,jenna,0,jenna,film,2,2,5,lifelock,veterans,taxpayers,recognized,armstrong,jon,jon,jackson,sandusky,island,tornado,tavis,character
23,19,12,4,8,5,cloudy,tte,nfl,olympics,russia,egypt,3,13,0,liberal,27,26,thh,kennedy,cialis,arthritis,bleeding,2,3,7,19,6,lincoln,tiger,syria,aircraft,bowl,character,celebrex,dow,2,tavis,melissa,0,4,3,cloudy,dow,aircraft,kitchen,liberal,film,chantix,regime,israel,kitchen,olympic,thi,tha
2,14,15,3,1,3,michigan,taliban,chair,metro,agencies,authority,11,27,20,las,25,11,nuclear,jose,bin,tempore,zimmerman,4,1,3,14,2,kitchen,baltimore,mental,commission,beltway,que,laden,martin,2,color,libya,5,2,4,michigan,tempore,mental,chair,jose,gonna,jury,testimony,supreme,cloudy,avenue,pakistan,korea
14,27,26,27,22,0,extraordinary,santa,religious,religion,stocks,stadium,0,13,8,ktvu,4,16,ktvu,palin,virus,libya,nuclear,19,1,18,19,18,jose,supreme,fed,trading,gay,oakland,korea,pakistan,2,santa,jose,2,3,4,extraordinary,virus,stadium,flights,palin,fog,taliban,investors,earnings,marriage,flights,oakland,fog
9,2,18,29,11,0,cliff,laden,chair,amendment,supplement,trillion,4,2,28,allegations,28,28,bin,martin,ryan,wedding,fiber,17,2,8,5,3,sandusky,yield,aarp,jon,actor,abuse,calories,delicious,2,jackson,martin,2,0,4,cliff,ryan,trillion,actor,martin,sexual,nbc,jenna,martha,gentleman,tempore,zimmerman,jury
4,3,6,19,6,1,kitchen,gonna,guest,european,teachers,guest,26,6,15,melissa,27,8,las,thi,kennedy,tavis,lincoln,15,2,16,11,17,teachers,chinese,climate,constitution,caller,tha,character,film,4,thh,color,0,1,5,skies,teams,constitution,european,teachers,tte,teams,chinese,caller,teachers,climate,skies,que
0,0,26,17,18,0,earthquake,ship,aarp,ads,investors,trading,25,7,0,heartburn,11,26,bipartisan,league,bernanke,earthquake,haiti,15,19,15,14,17,nbc,martha,fed,cruise,supplement,giants,abc,ship,0,baseball,haiti,0,1,3,bipartisan,bernanke,cruise,ads,heartburn,score,passengers,stocks,earnings,jon,jenna,passengers,abc
1,21,1,1,29,5,unitedhealthcare,terrorist,abuse,assault,avenue,supreme,20,9,22,beltway,18,13,immigration,metro,cloudy,metro,beltway,5,4,4,14,3,baltimore,sandusky,metro,cloudy,allegations,wedding,avenue,liberal,2,cloudy,fbi,2,1,0,unitedhealthcare,liberal,supreme,assault,wedding,avenue,baltimore,baltimore,beltway,sexual,jackson,border,qaeda
6,3,19,5,7,5,que,gonna,cbs,spill,thh,thi,0,24,1,anderson,2,14,prosecutor,cnn,caller,chinese,climate,11,4,19,18,10,lou,copd,tte,route,gulf,wolf,teachers,ambassador,0,enbrel,las,0,4,5,prosecutor,ambassador,route,flying,lou,cymbalta,guest,tha,melissa,flying,advair,kitchen,color
5,17,9,7,4,2,score,giants,film,character,nbc,fiber,24,24,4,advair,2,23,jury,gulf,enbrel,cymbalta,anderson,16,1,6,0,14,spill,tavis,wedding,delicious,lincoln,cbs,nsaids,cnn,0,neil,baseball,4,3,1,jury,nsaids,audience,loan,neil,copd,wolf,calories,audience,kennedy,loan,league,nbc
11,24,25,1,22,0,lou,irs,gay,religion,wood,newt,3,16,3,shopping,6,13,healthcare,cloudy,sean,gentleman,amendment,2,4,18,12,14,metro,supreme,gingrich,iowa,kitchen,avenue,yield,tempore,4,baltimore,obamacare,1,0,3,immigration,sean,wood,kitchen,shopping,beltway,chair,santorum,rick,marriage,religious,immigration,neil
27,1,7,28,12,1,beltway,religion,syria,regime,advair,spill,8,15,15,consumers,22,5,baltimore,boehner,ktvu,oakland,santa,7,9,2,3,10,compromise,woods,cbs,gulf,egypt,ryan,fog,jose,1,fiscal,metro,3,5,3,religion,hotel,commission,woods,consumers,ceiling,hotel,commission,copd,israel,russia,cloudy,avenue
21,2,29,21,23,4,laden,zimmerman,baltimore,celebrex,allegations,abuse,1,2,15,terrorist,27,29,jury,qaeda,qaeda,terrorist,penn,0,7,9,14,12,border,arthritis,consumers,jackson,bleeding,anthony,border,fbi,4,fbi,martin,5,2,0,channel,penn,consumers,baltimore,anthony,immigration,immigration,sexual,sandusky,chantix,cialis,channel,bin
20,17,27,26,27,0,league,baseball,fog,lunesta,fog,oakland,0,1,4,trading,13,29,voter,storms,penn,guns,background,6,5,12,4,12,fed,santa,charlie,santa,ktvu,earnings,pope,veterans,0,investors,nbc,5,1,4,voter,penn,charlie,lunesta,storms,stocks,mental,jose,ktvu,oakland,jose,score,giants
4,0,17,25,15,0,sanctions,abc,testimony,agencies,baseball,nbc,13,12,10,syrian,12,10,passengers,gingrich,roads,lincoln,film,10,5,6,18,13,santorum,supreme,score,giants,authority,iowa,character,tavis,2,rick,ship,3,4,3,sanctions,roads,river,ryan,syrian,newt,kennedy,river,league,ryan,commission,haiti,earthquake
19,24,22,12,13,2,homeland,lou,palin,sarah,marriage,gay,17,14,2,sanctions,21,4,neil,israel,thh,melissa,tte,6,16,8,15,10,russia,liberal,religion,supreme,voting,regime,johnson,tha,2,egypt,healthcare,4,3,3,homeland,johnson,prosecution,hits,sanctions,syria,thi,religious,prosecution,voter,hits,obamacare,irs
13,6,16,14,7,3,teachers,caller,gulf,copd,holiday,consumer,14,8,15,nuclear,9,18,breakfast,korea,voting,martha,voter,5,4,11,8,1,nfl,spill,christmas,shopping,cbs,pakistan,liberal,sarah,0,taliban,guest,2,4,5,breakfast,martha,consumer,afghan,nfl,libya,palin,flu,thanksgiving,afghan,advair,chinese,climate
23,18,0,20,6,5,nomination,jenna,guest,minimum,earthquake,passengers,24,10,28,storms,25,12,jon,veterans,celebrex,bleeding,cialis,10,7,11,12,12,mental,caller,bipartisan,haiti,climate,guns,chantix,ukraine,2,background,aarp,5,1,3,nomination,ukraine,bipartisan,minimum,storms,pope,arthritis,ship,abc,chinese,teachers,martha,supplement
2,27,21,7,22,1,ktvu,santa,religion,song,terrorist,fbi,4,16,11,gulf,23,29,oakland,copd,zimmerman,martin,laden,8,17,6,7,1,turkey,marriage,qaeda,immigration,gay,spill,jury,bin,4,advair,fog,3,1,5,christie,sexual,recognized,song,turkey,cbs,sexual,recognized,border,supreme,religious,christie,jose
24,5,11,24,28,3,cnn,wolf,fiscal,boehner,tempore,yield,4,15,0,authority,22,1,enbrel,obamacare,irs,temperature,neil,2,1,0,16,6,neil,ceiling,chair,amendment,ryan,lou,lou,obamacare,4,irs,cymbalta,3,3,3,christians,temperature,abc,film,authority,healthcare,healthcare,abc,gentleman,compromise,film,christians,anderson
22,0,11,22,0,1,abc,ship,ship,abc,chair,yield,20,4,3,marriage,6,2,passengers,religion,religious,marriage,religion,9,10,14,15,9,gay,earthquake,tempore,gentleman,colorado,religious,gay,supreme,5,johnson,india,4,0,1,india,casey,del,colorado,johnson,supreme,casey,amendment,del,passengers,haiti,haiti,earthquake
14,7,6,13,26,3,scandal,gulf,fed,wolf,caller,chinese,5,21,17,liberal,29,16,cbs,terror,nuclear,eve,taliban,1,6,7,11,13,sarah,stocks,yards,guest,investors,voter,libya,korea,2,voting,advair,5,1,4,scandal,eve,yards,wolf,terror,palin,pakistan,climate,teachers,trading,earnings,copd,spill
8,0,6,11,13,4,famous,abc,voter,voting,teachers,chinese,17,13,8,chair,4,6,passengers,amendment,olympics,bowl,culture,6,18,9,9,16,yield,sarah,athletes,guest,hits,tempore,tiger,olympic,2,gentleman,ship,5,0,2,famous,culture,athletes,hits,facts,facts,nfl,caller,climate,palin,liberal,earthquake,haiti
9,21,21,15,13,4,immigration,fbi,voting,liberal,border,fbi,8,1,7,supreme,13,22,border,testimony,calories,fiber,jesus,6,1,15,13,9,commission,voter,function,terrorist,palin,beltway,nbc,delicious,5,authority,hardball,5,4,0,hardball,jesus,function,golf,beltway,agencies,wedding,immigration,qaeda,golf,sarah,terrorist,qaeda
16,23,4,22,9,4,chantix,celebrex,calories,prostate,kennedy,character,23,7,20,marriage,14,17,bleeding,supreme,christmas,holiday,pitch,10,5,18,4,10,gay,nbc,lincoln,film,wedding,tdd,shopping,thanksgiving,5,religious,taliban,3,1,0,taliban,pitch,connecticut,prostate,tdd,religion,flu,connecticut,tavis,fiber,delicious,arthritis,cialis
12,1,3,25,2,3,baltimore,beltway,laden,bin,color,gonna,25,8,19,newt,2,18,avenue,gingrich,regime,identity,egypt,0,15,16,5,6,rick,jury,kitchen,que,zimmerman,tournament,israel,syria,3,iowa,metro,3,4,0,trayvon,identity,aad,gingrich,tournament,santorum,russia,aad,las,gingrich,martin,cloudy,trayvon
